Tweet,Target 1,Stance 1,Dataset,domain
NJ Muslim-Americans did NOT cheer on 9/11 but you can bet they'll be cheering LOUDLY when #HillaryClinton beats #DonaldTrump next November,Donald Trump,AGAINST,multi,politics
"@seanhannity 4get Hannity #MichaelSavage nightly! Hes not PAID 2 misdirect u like Hannity et al on both ""sides"" are! #Trump2016 #Hillary2016",Donald Trump,NONE,multi,politics
#trump2016 presidency is scary?  Really?  Grandma #Hillary2016 presidency is pure insanity Obama Potus is total failure in every way -idiots,Donald Trump,FAVOR,multi,politics
"""#DonaldTrump is crazy, #BenCarson should stick to surgery. but #Hillary would make a decent president. My mother, a life-long #Republican",Donald Trump,AGAINST,multi,politics
"I'm amazed that #GOP is so scared of #DonaldTrump, they fear if he's the nominee #HillaryClinton will win. Is the @GOP this stupid?",Donald Trump,NONE,multi,politics
"The protection that #HillaryClinton gets from the media is absolutely disgusting, utterly revolting.  GO TRUMP!  #Trump2016  @Abc @nbc @cnn",Donald Trump,FAVOR,multi,politics
What #conservative #talkradio gets wrong: #DonaldTrump getting #GOP nomination DOESN'T = #Hillary wins. PEOPLE HEAR TRUMP,Donald Trump,FAVOR,multi,politics
@realDonaldTrump #Hillary saying she'll take some steps to prevent inversions. Only #Trump2016 has the strength to force their hands.,Donald Trump,FAVOR,multi,politics
Only those who lie automatically & without remorse will rise in political ranks bc only they have nothing to fear. #Hillary2016 #Trump2016,Donald Trump,NONE,multi,politics
"Monday Night RANT! To Hell with LIAR,PRO ISIS #OBAMA! JAIL LIAR #Hillary2016! #ISIS is #ISLAM & BAN All #SyrianRefugees! VOTE for #TRUMP2016",Donald Trump,FAVOR,multi,politics
Looks like #DonaldTrumpforPresident is widening his lead among both #Republicans and against #Hillary. Perhaps #VinceFoster will be avenged-,Donald Trump,FAVOR,multi,politics
"#Obama already giving $3,5bn to #israel every year.Imagine how much zionists like #BernieSanders & #Hillary2016 & #Trump2016 will give them",Donald Trump,AGAINST,multi,politics
Tuesday Media Bash:  Trump under fire for hyperbole.  Hillary gets a pass for bold-face lying. #DonaldTrump #HillaryClinton,Donald Trump,NONE,multi,politics
This Bernie Sanders dude really makes an impression.. So far he's got my vote.. BY FAR! Fuck #HillaryClinton & #DonaldTrump ....#FeelTheBern,Donald Trump,AGAINST,multi,politics
Most Americans don't know what an email server or what a Bengazi is....   Prison for #Hillary2016   #Trump2016,Donald Trump,FAVOR,multi,politics
@HillaryClinton While #donaldtrump is campaigning n full housed theaters across the country #hillary is lounged back talking football.,Donald Trump,NONE,multi,politics
Wouldn't it be awesome if Hillary would defend Christians in the same manner that she aggressively defends Muslims? #hillary #Trump2016,Donald Trump,NONE,multi,politics
All the #Trump Bots on the #TrumpTrain are in for a rude awakening when they find out #Hillary Democrat's are responsible for his poll nbrs.,Donald Trump,AGAINST,multi,politics
"Pope urges ""Kenyans"" to 'work for peace.' Wonder if Obama will take the hint.  #Putin #Trump2016 #Hillary2016 #tcot #NRx #GOPDebate #WW3",Donald Trump,FAVOR,multi,politics
#CNN doing their best to stump for lying #Hillary Wondering when the #FBI is going to get down to business @realDonaldTrump #GOP #Trump2016,Donald Trump,FAVOR,multi,politics
#CNN pundits sure have blinders on when it comes to who is decent? What about lying #Hillary or #Climatechange #Obama  ? @GOP #Trump2016,Donald Trump,FAVOR,multi,politics
#Trump2016 liberals hate trump bc he is leading GOP polls and will deplore him after crushing #Hillary2016 in the general election.  Potus,Donald Trump,FAVOR,multi,politics
@DaGodfather907 Had a great #Thanksgiving. Gave thanks for the hope #Trump2016 has allowed me to have this election cycle. #Hillary sucks...,Donald Trump,FAVOR,multi,politics
"of #Trumps crown jewel, #TrumpTower, tells the Post some of Trumps positions R very #AntiWomen, & she'll be #voting 4 #Hillary. #FNC",Donald Trump,AGAINST,multi,politics
#obama #Hillary2016 forced &  unwanted Muslim refugee  resettlement comes at a perfect time to help #DonaldTrumpforPresident #Democrat,Donald Trump,FAVOR,multi,politics
Bottom line #Democrats best candidate is clearly incompetent #Benghazi and under #FBI investigation Lying #HillaryClinton @GOP #Trump2016,Donald Trump,FAVOR,multi,politics
I would put a conservative woman from #Ohio on #DonaldTrump ticket. She'll slash healthcare costs and beat the crap out of #HillaryClinton!,Donald Trump,FAVOR,multi,politics
I'd put a conservative woman from #Ohio @DrKellyVictory on #DonaldTrump ticket she'd cut hcare costs and kill #HillaryClinton she's also hot,Donald Trump,FAVOR,multi,politics
@GOP_Left_ME @mrdavidflane  Well that being said if #Trump2016 is the GOP candidate  What are his chances against #HillaryClinton  Realistic,Donald Trump,NONE,multi,politics
"@warriorwoman91@tullyframe Dear #BarbaraSteisand 'Eloquence' will not save a nation,LIES (#Hillary)will not save a nation... #Trump2016 WILL",Donald Trump,FAVOR,multi,politics
"Interesting, only #foxnews poll shows #DonaldTrump beating #HillaryClinton. All others show her beating the Donald.",Donald Trump,NONE,multi,politics
When it comes to #Trump2016 nobody defends obama & #Hillary2016 policies like the #GOP #Republican Party. Their true colors glisten #amnesty,Donald Trump,NONE,multi,politics
"@marcorubio cannot beat #Hillary because we, the party of #Trump will vote write in, stay home, or cast a spite vote. #Trump2016",Donald Trump,FAVOR,multi,politics
At least motormouth #DonaldTrump GETS that crushing #ISIS & securing the US border are TOP PRIORITIES. He is also not WARHAWK like #Hillary.,Donald Trump,FAVOR,multi,politics
@Beansiesdaddy Titzka had be returned from busy schedule & sickness! Go @realDonaldTrump down with cabbage brain #HillaryClinton #trump2016,Donald Trump,FAVOR,multi,politics
Trump on fire in Sarasota. Protesters silenced and thrown out. Boom! He will speak twice there cuz of demand. #trump2016 #Hillary2016,Donald Trump,FAVOR,multi,politics
#DonaldTrump Will Fall as more Americans see that he is working for #Hillary! #TedCruz Will Become the Republican Nominee! Thank You God!,Donald Trump,AGAINST,multi,politics
Just because I love #TedCruz2016 doesn't mean I can't like #DonaldTrump too. The enemy is #Hillary. A house divided cannot stand. #NoAmnesty,Donald Trump,FAVOR,multi,politics
"@AlanColmes Words Matter? Really? So words can be lies, Hillary tells lies, why can't you call her out on that? #Trump2016 #Hillary2016",Donald Trump,FAVOR,multi,politics
"I'm persuaded #DonaldTrump is right when he says "" #Hillary says something, then disappear 3 days, to rest cause she's tired "". #Hillary2Old",Donald Trump,FAVOR,multi,politics
As big #GOP donors pledge their allegiance to #hillary  that in itself should tell you how the establishment #candidates think!! #Trump2016,Donald Trump,FAVOR,multi,politics
"@realDonaldTrump What a ridiculous video , get a YouTube channel dumbass so you'll have more than 15 seconds #DonaldTrump #HillaryClinton",Donald Trump,AGAINST,multi,politics
"#BernieSanders, unlike #HillaryClinton, hasn't taken over $100,000 from #DonaldTrump & thus compromised yourself for the GE @CherokeeNative3",Donald Trump,NONE,multi,politics
We need to elected Trump whose integrity and decisiveness will destroy #HillaryClinton's life of deceit in the general election. #Trump2016,Donald Trump,FAVOR,multi,politics
#Trump2016 if you don't care about being an open racist dick  #Hillary2016 if you want your racism more coded cuz vagina,Donald Trump,AGAINST,multi,politics
@Norsu2 He's going to be the best prez since Reagan and clean up the damage Obama has done to the country. #Trump2016 #HillaryforPrison2016,Donald Trump,FAVOR,multi,politics
"When #HillaryClinton SAID SHE ERASED 300,000 EMAILS FOR CHELSEA'S WEDDING I FELL OFF THE COACH LMAO! #DonaldTrump @seanhannity @AnnCoulter",Donald Trump,FAVOR,multi,politics
How many candidates are brave enough to take questions from their audience at a rally?Y'think #Hillary would?!Nope!Just #Trump ! #Trump2016,Donald Trump,FAVOR,multi,politics
i may like #Trump2016 a lot but i think #TedCruz is right about nomination and besides unless #HillaryClinton will go off the way never mind,Donald Trump,FAVOR,multi,politics
"@StockQuick @CNNPolitics btw, why even mention #Hillary? What does she have to do with #Trump2016 making a fool of his fans?",Donald Trump,AGAINST,multi,politics
"Thank you #Mika!!! He will help #HillaryClinton be president.. Well now I like #Trump2016, while he unearths racist bigots.  #morningjoe",Donald Trump,FAVOR,multi,politics
"#DonaldTrump  holds 10% lead in new nat'l poll; #MarcoRubio gaining ground on Trump, #HillaryClinton. I'm live w/info on @FOX13Memphis next.",Donald Trump,NONE,multi,politics
"#DonaldTrump has 10% lead in new nat'l poll; #MarcoRubio gaining ground on Trump, #HillaryClinton. I'm live w/info on @KIRO7Seattle at 5:45.",Donald Trump,NONE,multi,politics
"As an Independent Woman, I will vote for ANYONE running against #Hillary2016. That woman owes more favors than any human ever has #Trump2016",Donald Trump,FAVOR,multi,politics
"Whoever beats Hillary, that's my pick! Any Republican light years better! Save America! #Hillary #GOP #Trump2016 #BC2DC16 #CruzCrew #Rubio",Donald Trump,FAVOR,multi,politics
Media talking heads ignore the crowds at #Trump rallies. They say #Hillary beats him in general but their crowds tell diff story! #Trump2016,Donald Trump,FAVOR,multi,politics
So tired of #HillaryClinton #DonaldTrump and every other candidate. None of them are worthy or trustworthy to lead anything. #uselessPOS,Donald Trump,AGAINST,multi,politics
That #HillaryClinton sticker on your car gives me hope that you're stupid enough to forget when election day is.  VOTE FOR #Trump2016,Donald Trump,FAVOR,multi,politics
"President #DonaldTrump will murder children? Repubs and Dems who don't want Trump V #HillaryClinton, support honest and wise #BernieSanders",Donald Trump,AGAINST,multi,politics
#RahmEmanuel hides the video  #LaquanMcDonald  Obama blames the video #Benghazi  #HillaryClinton hides & destroys emails We need #Trump2016,Donald Trump,FAVOR,multi,politics
I sincerely hope #Trump2016 doesn't get the repub nomination. I really don't want to vote for #Hillary2016 ,Donald Trump,AGAINST,multi,politics
#hillary2016 #trump2016 #Bernie2016  Congrats America #trump will win the election for sure after the recent #ISIS  related incident...,Donald Trump,FAVOR,multi,politics
Dumos shaking in their boots.  #DonaldTrump reckoning force for adversity.  #BarackObama and #HillaryClinton will not be able to save dumos.,Donald Trump,FAVOR,multi,politics
All #politicians are liars. You really believe what #Hillary says?!  I don't want same old type president. Give me #DonaldTrump #Friday,Donald Trump,FAVOR,multi,politics
LOOKS LIKE POSSIBLE BOMB ATTEMPT IN #BOSTON? NEWS SKETCHY. #obama says we are safe anf #Hillary #clinton blames repubs . We need #Trump2016,Donald Trump,FAVOR,multi,politics
This should be an easy win for #Hillary as soon as the debate conversation has any substance the Bully #DonaldTrump will crack #GOP #DNC #US,Donald Trump,AGAINST,multi,politics
Why Obama quiet & NOT going after FBI re #Terrorism assessment?   NOT want start war w FBI over #Hillary indict recommendation? - #Trump2016,Donald Trump,FAVOR,multi,politics
"@HumbledJourney I'd question your actually being a conservative since you've already back #JebBush, but #HillaryClinton over #DonaldTrump?",Donald Trump,FAVOR,multi,politics
It's a new level of bad when #Jeb s support has been driven by him to vote for lying #HillaryClinton Spend on homeless Mike #Trump2016 #GOP,Donald Trump,FAVOR,multi,politics
"@HillaryClinton FOLLOWING THAT LOGIC, IF GENERAL PATRAEUS SHOULD BE FIRED THEN YOU SHOULD BE ALSO. #HillaryForPrison2016 #Trump2016",Donald Trump,FAVOR,multi,politics
"#DonaldTrump just  took his rabid rhetoric to a new #sexist low with his comments on #Hillary. He is full of sexist, racist, lying rhetoric.",Donald Trump,AGAINST,multi,politics
@dhrxsol1234 many GOP would take #Hillary2016 over #Trump2016 - he would initiate trade wars which will devastate business & destroy economy,Donald Trump,AGAINST,multi,politics
"@Siborg6 @RealAlexJones many GOP would take #Hillary2016 over #Trump2016 - he would start trade wars, devastating businesses & the economy",Donald Trump,AGAINST,multi,politics
"Anyone who claims to be @GOP and then claims they will vote #Hillary2016 if #Trump2016 wins the nom, is just another reason to vote Trump.",Donald Trump,FAVOR,multi,politics
#Trump2016 #Hillary2016 Propaganda and sound bite campaigns gone too far. Americans wake up. We do not need 4 more years of puppets.,Donald Trump,AGAINST,multi,politics
I like someone that doesn't think immigrants are a bad word.. #Hillary2016.. You have to admit #Trump2016 is hilarious..  #thisweek,Donald Trump,AGAINST,multi,politics
"#HillaryClinton this morning: I don't say #RadicalIslam because it's unfair to ""good Muslims"". What bullshit. #Trump2016",Donald Trump,FAVOR,multi,politics
"@realDonaldTrump your lead alone in the polls, even dominates the runner up. #Trump2016 #Hillary""athispointwhatdoesitmatter"" IT MATTERS!",Donald Trump,FAVOR,multi,politics
#obama wants Turkey to seal their border but won't seal ours!! #pinhead  Vote Trump! #WakeUpAmerica  #Trump2016 #Hillary2016,Donald Trump,FAVOR,multi,politics
#ObamaSpeech consequences: @realDonaldTrump benefits; #Hillary2016 thrown another Obama anvil to lug. #Trump2016 boost. Congrats to Trump.,Donald Trump,FAVOR,multi,politics
How's gun control working in Chicago?  The liberals ideas are tired and the country has moved past them. #Hillary2016 #Trump2016,Donald Trump,NONE,multi,politics
Both sides of the political spectrum spew so much shit I don't know which end to wipe first. #Trump2016 #Hillary2016 #libertarian,Donald Trump,AGAINST,multi,politics
#DonaldTrump still trending up in #GOP but - best polls show is way behind #BernieSanders (who also trends higher against #HillaryClinton) !,Donald Trump,NONE,multi,politics
